pays,Services voyage (% exports de services),Accès électricité urbain (%),Accès électricité (% pop),Pop. exposée pollution PM2.5 (%),Densité de population (hab/km²),Pop. en zone inondable < 5m (%),Pop. dans grandes agglomérations (%),Inflation (%),Accès Internet (% pop),Croissance du PIB (%),PIB par habitant (USD),Taux d'alphabétisation (%),Accès eau potable (% pop),Eau potable sécurisée (% pop),Médecins (pour 1000 habitants),Mortalité pollution de l'air (pour 100k),Accès sanitaires de base (% pop),Accès lavage des mains (% pop),Mortalité accidents de la route (pour 100k),Dépenses santé par habitant (USD),Pauvreté < 3$/jour (% pop),Pauvreté seuil national (% pop),Revenu 40% les plus pauvres ($/jour),Revenu moyen par habitant ($/jour),Taux de chômage (%),Espérance de vie (années),Population rurale (% total),Population urbaine (% total),Arrivées touristes internationaux (nb),Départs touristes internationaux (nb),Recettes tourisme (USD),Recettes tourisme (% exportations),Recettes voyages touristiques (USD),Dépenses tourisme (USD)
NPL,33.8810684904051,96.0,94.0,100.0,207.147638646669,0.0,5.29055538489236,7.11587261530826,55.7716,1.98254843628392,1382.33055769304,68.7099990844727,93.1169638221139,16.3490141281988,1.011,177.9,82.5877911140468,66.8523628138022,16.3,83.96018982,2.4,20.3,,,10.437,70.354,33.4567066546056,66.5432933453944,230000.0,1197000.0,238000000.0,13.4362036771379,197000000.0,267000000.0
NZL,46.6841915863305,100.0,100.0,0.0,19.7485853176864,3.28780797652116,32.1773076923077,5.73316283034957,96.1638,1.39425181563566,49075.9562832927,,99.999999971682,99.999999971682,3.611,12.2,99.999999971682,,9.6,4997.24316406,,,,,3.734,83.0048780487805,16.1101008538771,83.8898991461229,996000.0,511000.0,10961000000.0,18.8272898794743,6229000000.0,4603000000.0
OMN,42.849304574918,100.0,100.0,100.0,16.3142778675283,6.84452843415434,32.6843152939564,0.950782997762827,95.2517,1.41401395818599,21027.7384778886,97.3399963378906,92.559888964675,90.9816564891572,1.992,104.0,99.3207794038753,97.4,10.6,732.04089355,,,,,3.176,80.031,20.4297026771068,79.5702973228932,869000.0,1657000.0,669000000.0,1.87440359059699,441000000.0,1236000000.0
PAK,11.5994120076556,100.0,95.6,100.0,321.067474833956,0.448811415274458,19.6667418100831,30.7681280657005,27.3759,-0.414935997088406,1360.32417758419,58.8600006103516,90.6815872292919,44.9713055615103,1.16,192.1,71.8243245387853,84.7280357764395,13.0,30.48608398,16.5,21.9,3.09,5.43,5.237,67.649,61.1808138127209,38.8191861872791,966000.0,,765000000.0,2.79880745192545,439000000.0,1245000000.0
PAN,30.8839574312676,100.0,97.0,71.6367476557604,60.1072930709086,6.00466167962404,44.3366865085106,1.48641355277038,68.5485,7.16632946099945,18797.1933994045,96.1092282909577,95.0598439257546,,1.625,27.3,87.8666162534578,,13.9,1557.81286621,3.7,21.7,8.89,30.37,6.544,79.594,34.1398728823916,65.8601271176084,647000.0,401000.0,1841000000.0,9.29636264630468,1117000000.0,601000000.0
PER,47.1681297116294,99.0,96.2,99.9629262855861,26.44188828125,0.661118653974335,33.1043809897157,6.45561348369586,79.4848,-0.403242151494268,7887.54185920108,94.5,95.0719233240551,50.1854352404262,1.688,37.9,78.2571577701354,,13.6,445.52667236,5.9,29.0,5.8,15.06,4.899,77.74,15.2189744150255,84.7810255849745,1119000.0,791000.0,1002000000.0,2.19989577637565,776000000.0,938000000.0
PHL,18.8662543546901,98.4,98.0,96.3706587650922,385.321122178623,10.5243953512241,14.4628040656099,5.97802515541409,83.7661,5.51894967862863,3804.08274131097,98.4700012207031,95.465506033898,48.244145697978,0.792,202.8,85.991294396015,94.6000482195519,12.0,194.05484009,5.3,15.5,4.37,9.93,2.2,69.833,44.8757283831149,55.1242716168851,1483000.0,1483000.0,2769000000.0,3.45979194990587,2010000000.0,4872000000.0
PLW,84.6964164539374,100.0,100.0,,38.5369565217391,12.2852393676251,,12.8199748216534,,2.21599800170485,15610.8231931032,100.0,99.5299685485284,90.6011928273756,1.808,,99.0217636084131,,4.78,1683.8458252,,,,,,69.269,20.8468008561153,79.1531991438847,18399.9996185303,,123000000.0,93.5482153586395,116000000.0,23299999.2370605
PNG,0.692846490846835,65.2,20.5,99.9951657438565,22.9422669257607,7.56072060559768,,2.29869991296791,24.0667,3.81088622906051,2966.06830432055,87.144148905762,52.3359168793014,,0.061,189.6,23.2257913219562,35.3731209283994,12.6,85.15021515,,,,,2.649,66.134,84.9418982108794,15.0581017891206,39000.0,,4230000.01907349,0.0418462815408549,3460000.03814697,134000000.0
POL,13.8114185420361,100.0,100.0,99.9661157279646,119.787615502661,1.58578229608631,4.89955216992624,11.5289127961105,86.4147,0.249610834017872,22145.2660647429,,90.648484121514,89.1886328736699,4.031,40.9,98.9566925447355,,9.4,1577.98168945,0.2,12.2,24.73,44.05,2.743,78.5073170731707,40.1140438629786,59.8859561370214,88515000.0,50600000.0,8379000000.0,2.62686810482392,7771000000.0,5547000000.0
PRT,47.7343491046383,100.0,100.0,16.0083566266812,115.475189289738,1.28990060760989,40.887850776514,4.31128191898672,85.7901,3.09997909018263,27634.6183139773,94.4800033569336,99.2762210572337,95.1650547592568,5.851,10.0,99.6602104639564,,8.2,2762.26293945,0.4,16.4,20.44,41.07,6.498,82.2804878048781,38.7951347366336,61.2048652633664,4208000.0,680000.0,10522000000.0,12.2444835483225,8835000000.0,3536000000.0
PRY,25.7458831459233,100.0,99.8,99.0583082497181,17.282671943072,0.0,51.2921699800092,4.63202285403356,78.0948,4.9992279112746,6299.99026533713,94.5400009155273,99.6009612348131,64.2916963189796,3.893,55.6,95.2491802778514,80.1530636026409,22.0,526.5098877,2.4,22.7,6.93,18.2,5.794,73.844,30.6533918266306,69.3466081733694,1077000.0,214000.0,104000000.0,0.842867466880354,81000000.0,226000000.0
PYF,47.6791283769921,100.0,100.0,,80.990492653414,14.552412149152,,,72.7039,2.77284077155413,21832.2831795569,,100.0,90.448717948718,,,97.5209198289567,,,,,,,,11.613,84.07,38.3032864971431,61.6967135028569,89400.0015258789,12000.0,782000000.0,65.0774931502111,642000000.0,226000000.0
QAT,28.5657268042609,100.0,100.0,100.0,231.160313315927,6.74901542925335,,3.02764899198902,99.6528,1.53979117720789,81816.9797967481,97.75,99.9889721417312,95.345241877961,3.022,90.8,99.936545083788,100.0,7.3,1804.35424805,0.0,,,,0.13,82.368,0.716467480616501,99.2835325193835,582000.0,,14318000000.0,20.1851764350477,3563000000.0,11504000000.0
ROU,12.5351886994797,100.0,100.0,98.0174648814994,82.8453668289291,0.328334085786211,9.31944400579569,10.3971874764996,89.2034,2.25773416555121,18244.4186876321,99.1600036621094,99.9999974664564,82.1241205778657,3.625,67.8,90.505532492932,,10.3,1050.99755859,0.7,19.0,16.98,32.66,5.589,76.6073170731707,47.8354252988133,52.1645747011867,5023000.0,9510000.0,1611000000.0,1.73217566054136,1433000000.0,3472000000.0
RWA,53.9729058197817,99.9,63.9,100.0,565.645358735306,0.0,8.94015258622129,19.789546746467,34.2005,8.24990302014558,1027.03446826565,78.7600021362305,60.8290423575481,,0.09,165.8,80.3475631851087,18.4287144226922,29.4,52.65630722,38.6,27.4,1.39,3.5,12.352,67.785,71.1444689354523,28.8555310645477,1634000.0,,212000000.0,10.9903672762396,120000000.0,127000000.0
SEN,39.8081125934146,96.1,74.2,100.0,93.8948371682335,7.02540265689155,18.971219200719,5.93947798773215,60.6122,4.2574308328029,1698.03387300843,50.3600006103516,86.915566820325,26.8831210795347,0.109,146.4,61.4661335345473,26.1866218001331,23.5,73.22670746,17.9,37.5,3.06,6.51,2.784,68.683,45.3007723809206,54.6992276190794,1376000.0,,557000000.0,10.5351999576054,496000000.0,324000000.0
SGP,5.79741510141593,100.0,100.0,100.0,8241.8495821727,0.663277632041967,100.0,4.83372362825798,94.2852,1.82140694115385,85412.230345235,97.6500015258789,100.0,100.0,2.834,23.4,100.0,,2.1,3921.60253906,,,,,3.444,82.8951219512195,0.0,100.0,2742000.0,1543000.0,20416000000.0,3.03796854736866,5189000000.0,25346000000.0
SLB,19.5947135223288,81.2,81.3,99.9175631944289,28.581814933905,17.8637860466646,,5.88585897042164,42.4597,2.84111851154807,1882.64394148042,,71.4884718815892,,0.238,281.2,34.4025678319385,38.6363930828394,16.5,111.35532379,40.3,12.7,,,1.443,70.528,69.9911178911611,30.0088821088389,4400.00009536743,,7000000.0,1.6323346614153,6000000.0,30909999.8474121
SLE,46.486947158327,56.3,35.5,100.0,117.214075921308,3.5364199304646,15.4738625747472,47.6428733253179,20.635,5.7100218981806,758.329137378248,43.5800018310547,66.9139758718619,10.6094363274771,0.134,239.0,23.9048711595784,18.2912132491156,33.0,35.76205063,41.5,56.8,2.16,4.41,3.092,61.786,55.190675008849,44.809324991151,71000.0,122000.0,39000000.0,5.49166592820223,43000000.0,83000000.0
SLV,53.9251468178456,99.4,98.3,100.0,304.518532818533,0.867601174074275,17.6880904472279,4.04554694222477,67.6558,3.5391566928735,5365.44491399171,89.8499984741211,91.1548543157466,,1.616,40.3,87.7919676704677,88.2392685062424,20.9,500.69497681,4.6,27.2,6.31,15.46,2.992,72.099,25.3919324850097,74.6080675149903,707000.0,515000.0,755000000.0,12.3429614370238,636000000.0,162000000.0
SMR,33.2600459088151,100.0,100.0,,564.333333333333,0.0,,5.93190858629403,87.0278,0.401934896977224,59879.7173015651,99.9100036621094,99.9999988818718,99.9999988818718,4.629,,100.0,,0.0,3923.5234375,,,,,,85.706,2.8682689638345,97.1317310361655,1904000.0,,,,,
SRB,19.4381438963306,100.0,100.0,100.0,78.7630277084077,0.0,21.2608348584057,12.3719043552519,85.3575,3.74793303561771,12281.707946167,99.3399963378906,95.4072534956029,74.9328071950771,3.099,71.5,97.9347704722446,98.1301189922909,7.5,983.69372559,2.0,19.7,10.78,21.97,8.268,76.2209756097561,37.8565350770262,62.1434649229738,446000.0,,1422000000.0,5.57653856424375,1245000000.0,1179000000.0
SUR,16.8872409793815,100.0,99.6,100.0,3.91810706046897,71.2830600989543,,51.5873159600861,78.3958,2.41659223498058,5521.97602122638,92.870002746582,97.9952348294942,55.8196595893557,1.355,51.0,89.9842718946213,72.1162302072107,15.3,297.04589844,2.2,17.6,,,7.699,73.631,34.2437591552734,65.7562408447266,279000.0,,19000000.0,0.776653253267587,15000000.0,64000000.0
SVN,27.519368551913,100.0,100.0,99.4910252834569,105.31480791676,1.38309038211644,,7.44687717385838,90.3779,2.3758326648385,32660.4753581346,,99.5745942010052,99.5745942010052,3.367,18.8,98.3111577508786,,5.1,3037.7644043,0.0,12.7,33.64,54.71,3.652,81.9780487804878,44.4621072210125,55.5378927789875,1216000.0,1892000.0,1418000000.0,3.38780096966912,1370300048.82813,855799987.792969
SWE,9.35119044042646,100.0,100.0,3.63648738190616,25.8713678886243,5.12805059212315,16.1348142366555,8.54862489748902,95.7033,-0.204061304891439,54950.2834725622,,99.7602354276088,99.7602354276088,4.408,8.1,98.7436812461122,,3.1,6206.23046875,0.8,16.1,34.02,62.83,7.611,83.309756097561,11.368783839062,88.631216160938,1957000.0,6081000.0,10674000000.0,4.8457267164151,4370000000.0,13973000000.0
SWZ,14.713098624162,91.0,86.4,100.0,71.5410465116279,0.0,,2.59801620311077,57.62,3.53257662836211,3755.52111232464,90.75,79.1563791861863,37.8360927224541,0.557,173.7,63.8676533294277,38.2237154756319,33.5,296.04562378,44.5,58.9,1.69,6.45,34.61,64.123,74.1918121499245,25.8081878500755,345299.987792969,488000.0,7300000.19073486,0.403800955166703,7000000.0,36400001.5258789
SYC,54.2085132697227,100.0,100.0,100.0,260.376086956522,28.4831756677336,,-1.03530088431952,87.4009,2.25925322283285,18262.7115849287,93.9499969482422,97.5539573025066,64.5874475933837,6.598,43.1,99.7,,11.3,766.28778076,0.7,25.3,11.79,23.97,,74.9585365853659,54.9028918678342,45.0971081321658,124500.0,19000.0,228000000.0,18.3911664604101,221000000.0,39000000.0
TGO,14.976443683236,95.0,59.2,100.0,171.067052767053,1.13307317742222,21.2977560894452,5.48928568141131,37.0223,6.19211576941919,1055.01727877926,72.5999984741211,63.7824051013865,20.2003795594142,0.08,223.1,25.0297462105085,17.4356119759817,28.7,59.60503769,34.4,43.8,2.25,5.06,1.942,62.739,56.7503146967564,43.2496853032436,482000.0,269000.0,264000000.0,15.8545530420201,149000000.0,61000000.0
THA,53.0472876617669,100.0,100.0,100.0,140.348088629646,17.4710387027152,21.0542682406811,8.47805174421543,89.5353,2.01775095328327,7195.10130919449,91.0999984741211,100.0,,0.541,46.5,99.0385374392322,93.1160669346381,32.2,326.50482178,0.0,5.4,10.09,20.38,0.733,76.412,39.0658073425293,60.9341926574707,39916000.0,10446000.0,15360000000.0,5.97420015392131,14198000000.0,3681000000.0
TJK,8.19348309769473,100.0,100.0,100.0,74.8598530153469,0.0,,6.00458082322139,56.791,8.29999921651935,1178.47990060249,,89.1684391081177,65.008806213197,1.87,203.8,95.9857039731115,73.0045046148629,15.7,85.14702606,7.3,20.4,3.39,6.96,7.037,71.79,73.8109872428571,26.1890127571429,1035000.0,31000.0,102400001.525879,7.26672932568659,6400000.09536743,10800000.1907349
TKM,,100.0,100.0,100.0,15.6713510522844,0.0,,,21.251,6.30015758549871,6231.91323839698,99.9000015258789,99.9281577562761,94.834897749708,1.93,87.9,99.7373196526799,99.9999998408738,13.5,581.38220215,,,,,4.007,70.073,52.9321124945829,47.0678875054171,,,,,,
TON,63.8450054392314,100.0,100.0,99.8125919313455,145.273611111111,17.4969274192684,,6.35112980255189,58.5334,2.79014366862668,5651.59373063157,91.0500030517578,98.8577319664238,29.5846009253925,1.014,52.3,93.9318098810781,80.9348412682763,33.0,357.54415894,0.4,20.6,4.65,9.33,1.652,72.895,78.852055458663,21.147944541337,94000.0,,47700000.7629395,50.2905274787381,47000000.0,38000000.0
TTO,36.7940808539434,99.3,98.7,100.0,266.571150097466,4.01763777597218,,4.62930242419968,84.6994,1.46645947294053,18308.4536298575,,99.1203415064723,69.3512476938606,4.157,19.8,94.1907029265778,84.1210307333147,9.3,1276.33862305,,,,,3.361,73.49,46.0463157895428,53.9536842104572,141000.0,273000.0,151000000.0,2.3448230561049,143000000.0,42000000.0
TUN,24.0154995995677,100.0,100.0,100.0,78.530065653965,8.94186702264794,20.2898241873586,9.32899597507865,72.3542,0.184015548469745,3951.11683376921,86.25,96.3377994591756,66.3789813342294,1.315,55.9,97.9849156132874,92.3467505286644,16.5,317.70983887,0.7,16.6,7.93,15.89,15.106,76.508,29.9733313513416,70.0266686486584,2012000.0,739000.0,1007000000.0,8.96160222338677,852000000.0,407000000.0
TUV,39.9718665312808,100.0,100.0,,327.2,39.2678754952485,,0.5005807431527,74.3146,3.85280919517032,6344.7750188689,100.0,98.7610472591254,8.6896536377143,1.346,,89.2608901052421,93.9309554331561,,1723.56542969,9.0,26.3,,,,67.105,35.9882793310213,64.0117206689787,3599.99990463257,2099.99990463257,2400000.0,43.4425401767053,7599999.90463257,9800000.19073486
TZA,54.1396824817941,82.4,48.3,100.0,75.2061481146986,0.367999549136882,13.6399662875907,3.79923291384916,29.0638,5.06952353203394,1224.00219726563,78.2099990844727,63.0660884066509,30.6397315445459,0.134,128.3,35.6824982712263,17.4139704434129,31.1,36.25619888,51.3,26.4,1.81,4.18,1.565,66.995,64.5251980565046,35.4748019434954,1527000.0,,2624500000.0,27.1727407109189,2604399902.34375,738200012.207031
UGA,62.6282390627773,76.4,51.5,100.0,242.65210951526,0.0,7.90458421047537,5.35094804280395,15.2524,5.33697295511469,1002.30913917142,79.0582329588683,61.3115234168033,17.5161979203242,0.191,163.0,23.5293222340079,23.680302184167,29.4,45.21318436,59.8,20.3,1.47,3.65,2.754,68.252,69.3940640604505,30.6059359395495,473000.0,568000.0,518000000.0,9.21438436794719,504000000.0,268000000.0
UKR,5.16202867124443,100.0,100.0,100.0,65.1239834311357,1.06733382993239,14.431878377761,12.8490222828559,82.3755,5.53473354963334,5139.59814453125,,93.517329658926,87.9857295480437,3.531,78.9,97.6443648371652,95.3553075378349,10.2,369.90487671,0.0,23.2,9.46,15.57,9.834,73.422,30.5245544972394,69.4754455027606,3382000.0,11251000.0,687000000.0,1.1316652115901,374000000.0,4823000000.0
URY,31.9293745609651,100.0,100.0,22.3857446597034,19.3582504856588,2.20275964776308,52.3717113020616,5.86910359896119,89.896,0.742128785315927,23019.4221560046,98.8671517186373,99.6172068539544,,4.674,16.2,98.8933870836172,,14.8,2076.09423828,0.2,19.7,14.27,35.06,8.355,78.138,4.45603942871089,95.5439605712891,3480000.0,2199000.0,1085000000.0,7.70839260241396,1055000000.0,412000000.0
USA,18.1700834868311,100.0,100.0,3.34317037021352,36.8198061311277,1.98031592664396,46.8826139383389,4.11633838374488,93.1444,2.88755600749487,81032.262117545,,99.9804979047021,97.5661860919937,3.681,14.2,99.6151178147694,,12.7,13473.19335938,1.2,,35.16,92.95,3.638,78.3853658536585,19.928438880822,80.071561119178,45037000.0,60549898.4375,84205000000.0,3.87533930216739,72812000000.0,48837000000.0
UZB,39.8783995760867,100.0,100.0,100.0,80.9084466129581,0.0,7.30175188943593,9.95659071258018,89.0136,6.29141635082311,2878.96879292451,100.0,96.9565254047898,80.8847523367862,2.805,151.7,96.4278294703949,81.6349509124457,11.7,192.11869812,4.1,11.0,,,4.434,72.388,49.0035158885432,50.9964841114568,6749000.0,8437000.0,395000000.0,2.71730782611765,345000000.0,1062000000.0
VUT,49.7580889390087,87.5,61.6,99.9999999872286,26.2845775225595,10.1121351183602,,11.1825017088175,45.7313,2.093743250054,3482.61458237637,87.9599990844727,87.0544851579831,19.1188718983649,0.164,259.9,48.197355856503,47.861946199505,14.9,143.43753052,19.5,15.9,,,5.011,71.477,77.7348033176099,22.2651966823901,82400.0015258789,9399.99961853027,67000000.0,50.3975200212625,62000000.0,22000000.0
WSM,72.5984779440307,100.0,100.0,99.9999999982957,77.9363309352518,8.80347809135576,,7.92164684826777,58.1386,15.2336106467304,4822.74084650019,97.9899978637695,98.9302348547362,62.4337812896166,0.561,145.5,96.8487142072358,71.9488968929714,13.0,292.81085205,4.5,21.9,,,4.92,71.698,82.4987200195398,17.5012799804602,23899.9996185303,18500.0,23059999.4659424,19.7907411795208,23000000.0,1799999.95231628
XKX,74.4455265143519,,,,,,,4.94432438791283,89.443,4.06762701436438,6221.20618847799,,,,,,,,,,10.0,17.6,4.75,12.35,,78.033,50.8894420898485,49.1105579101515,,,,,,
ZAF,39.2951095764314,90.9,87.7,100.0,52.1085690262058,0.199446537696018,35.6712602391329,6.0752438457966,75.6592,0.80610455095804,6034.27208964673,90.0,90.4386965804708,68.552079732364,0.794,74.9,76.7816295496925,44.3696955162125,22.2,536.58843994,31.2,55.5,2.18,12.22,32.098,66.139,36.4176294836455,63.5823705163545,3886600.09765625,,2716000000.0,2.88545960148658,2607000000.0,1594000000.0
ZMB,85.8343786380306,89.9,51.1,100.0,27.8776483407095,0.0,15.3505856625409,10.884531691282,33.0,5.36794285493059,1330.72780576709,82.0418064991238,72.3590047817849,,0.324,174.0,36.7391328457853,18.2665196420155,20.5,79.55635071,71.7,60.0,0.8,2.86,5.861,66.349,54.9714146478415,45.0285853521585,502000.0,,,,412000000.0,474000000.0
ZWE,38.8647655690431,84.0,62.0,100.0,42.24071862479,0.0,9.65758026126226,104.705170628667,38.4266,5.3508687909833,2195.22492079245,93.2300033569336,67.1849190325683,25.6360698019271,0.136,189.6,34.6283464803415,42.4800048367769,41.2,62.92946243,49.2,38.3,1.43,4.5,9.348,62.775,60.7080629204205,39.2919370795795,639000.0,3275000.0,66000000.0,1.2539702596971,63000000.0,157000000.0
