City,country,code_3L,month,temp_avg,temp_max,temp_min
Ha Long,vietnam,VNM,3,21.1,24.6,19.2
Ha Long,vietnam,VNM,4,24.0,27.5,22.0
Ha Long,vietnam,VNM,5,27.4,30.9,24.5
Ha Long,vietnam,VNM,6,29.4,33.2,26.6
Ha Long,vietnam,VNM,7,28.9,33.1,26.4
Ha Long,vietnam,VNM,8,28.2,31.9,25.5
Ha Long,vietnam,VNM,9,27.6,31.5,24.8
Halifax,canada,CAN,1,-2.0,1.8,-5.9
Halifax,canada,CAN,10,11.8,15.3,8.1
Halifax,canada,CAN,11,6.1,9.3,2.6
Halifax,canada,CAN,12,1.1,4.4,-2.2
Halifax,canada,CAN,2,-2.9,0.9,-6.4
Halifax,canada,CAN,3,0.0,3.9,-3.8
Halifax,canada,CAN,4,5.2,8.9,1.6
Halifax,canada,CAN,5,9.9,14.3,5.7
Halifax,canada,CAN,6,14.9,19.4,10.6
Halifax,canada,CAN,7,19.5,23.7,15.3
Halifax,canada,CAN,8,20.1,24.1,16.1
Halifax,canada,CAN,9,17.0,21.0,13.1
Hanoi,vietnam,VNM,1,17.8,20.8,15.2
Hanoi,vietnam,VNM,10,25.9,29.6,22.7
Hanoi,vietnam,VNM,11,23.4,27.2,20.2
Hanoi,vietnam,VNM,12,18.6,22.3,15.7
Hanoi,vietnam,VNM,2,18.9,21.8,16.4
Hanoi,vietnam,VNM,3,21.9,25.0,19.9
Hanoi,vietnam,VNM,4,25.0,28.2,22.4
Hanoi,vietnam,VNM,5,28.3,31.9,25.0
Hanoi,vietnam,VNM,6,30.3,34.7,26.9
Hanoi,vietnam,VNM,7,30.0,34.3,26.8
Hanoi,vietnam,VNM,8,29.2,33.0,26.1
Hanoi,vietnam,VNM,9,28.5,32.3,25.5
Harare,zimbabwe,ZWE,1,21.1,25.3,17.1
Harare,zimbabwe,ZWE,10,22.4,29.0,15.0
Harare,zimbabwe,ZWE,11,22.3,28.3,16.8
Harare,zimbabwe,ZWE,12,22.1,27.5,17.2
Harare,zimbabwe,ZWE,2,21.3,26.2,16.7
Harare,zimbabwe,ZWE,3,20.9,26.4,15.6
Harare,zimbabwe,ZWE,4,19.6,25.5,13.8
Harare,zimbabwe,ZWE,5,16.8,23.7,10.2
Harare,zimbabwe,ZWE,6,14.7,21.1,8.5
Harare,zimbabwe,ZWE,7,14.6,21.8,7.3
Harare,zimbabwe,ZWE,8,17.5,25.2,9.9
Harare,zimbabwe,ZWE,9,20.6,27.9,12.8
Havana,cuba,CUB,1,22.4,25.7,19.7
Havana,cuba,CUB,10,26.5,30.0,23.8
Havana,cuba,CUB,11,24.6,28.3,21.4
Havana,cuba,CUB,12,23.3,26.3,20.8
Havana,cuba,CUB,2,23.5,27.7,20.2
Havana,cuba,CUB,3,24.0,28.7,20.4
Havana,cuba,CUB,4,25.9,29.8,22.6
Havana,cuba,CUB,5,26.9,30.7,23.8
Havana,cuba,CUB,6,27.2,31.2,24.3
Havana,cuba,CUB,7,28.1,31.8,25.3
Havana,cuba,CUB,8,28.1,31.4,25.5
Havana,cuba,CUB,9,27.9,31.0,25.5
Ho Chi Minh City,vietnam,VNM,1,27.5,32.7,23.6
Ho Chi Minh City,vietnam,VNM,10,27.8,32.2,24.8
Ho Chi Minh City,vietnam,VNM,11,28.1,32.4,24.8
Ho Chi Minh City,vietnam,VNM,12,27.5,32.2,23.8
Ho Chi Minh City,vietnam,VNM,2,27.9,33.5,24.0
Ho Chi Minh City,vietnam,VNM,3,29.1,34.5,25.7
Ho Chi Minh City,vietnam,VNM,4,30.2,35.1,27.1
Ho Chi Minh City,vietnam,VNM,5,29.9,34.9,26.9
Ho Chi Minh City,vietnam,VNM,6,28.8,33.4,25.7
Ho Chi Minh City,vietnam,VNM,7,28.3,32.7,25.2
Ho Chi Minh City,vietnam,VNM,8,28.4,32.8,25.5
Ho Chi Minh City,vietnam,VNM,9,27.9,32.2,25.0
Hoi An,vietnam,VNM,1,22.2,25.2,19.9
Hoi An,vietnam,VNM,10,26.8,29.8,24.2
Hoi An,vietnam,VNM,11,25.6,28.5,23.3
Hoi An,vietnam,VNM,12,22.9,25.6,21.1
Hoi An,vietnam,VNM,2,23.1,26.5,20.9
Hoi An,vietnam,VNM,3,25.5,29.3,23.1
Hoi An,vietnam,VNM,4,27.3,31.4,24.7
Hoi An,vietnam,VNM,5,29.3,33.9,26.1
Hoi An,vietnam,VNM,6,30.6,35.9,26.8
Hoi An,vietnam,VNM,7,29.9,34.9,26.6
Hoi An,vietnam,VNM,8,30.0,35.2,26.6
Hoi An,vietnam,VNM,9,28.8,32.9,25.5
Hong Kong,hong kong,HKG,1,17.4,20.2,15.1
Hong Kong,hong kong,HKG,10,26.5,29.1,24.3
Hong Kong,hong kong,HKG,11,23.3,26.0,21.2
Hong Kong,hong kong,HKG,12,18.5,21.2,16.1
Hong Kong,hong kong,HKG,2,18.4,21.4,16.3
Hong Kong,hong kong,HKG,3,21.2,24.0,19.1
Hong Kong,hong kong,HKG,4,24.1,26.8,21.9
Hong Kong,hong kong,HKG,5,26.7,29.3,24.8
Hong Kong,hong kong,HKG,6,29.2,31.7,27.2
Hong Kong,hong kong,HKG,7,30.0,32.7,27.9
Hong Kong,hong kong,HKG,8,29.4,32.0,27.2
Hong Kong,hong kong,HKG,9,29.1,31.9,27.0
Hue,vietnam,VNM,1,20.6,23.9,18.0
Hue,vietnam,VNM,10,25.7,29.0,23.4
Hue,vietnam,VNM,11,24.4,27.7,22.0
Hue,vietnam,VNM,12,21.0,23.4,19.0
Hue,vietnam,VNM,2,21.5,25.5,18.5
Hue,vietnam,VNM,3,24.4,28.8,21.2
Hue,vietnam,VNM,4,26.9,31.8,23.3
Hue,vietnam,VNM,5,29.0,34.3,25.1
Hue,vietnam,VNM,6,30.5,36.2,25.9
Hue,vietnam,VNM,7,30.0,35.6,25.6
Hue,vietnam,VNM,8,30.0,35.8,25.8
Hue,vietnam,VNM,9,28.0,32.8,24.7
Islamabad,pakistan,PAK,1,10.8,16.9,5.0
Islamabad,pakistan,PAK,10,23.5,30.0,17.0
Islamabad,pakistan,PAK,11,16.8,23.7,11.2
Islamabad,pakistan,PAK,12,12.0,19.2,5.7
Islamabad,pakistan,PAK,2,14.4,20.7,8.2
Islamabad,pakistan,PAK,3,18.7,24.6,13.2
Islamabad,pakistan,PAK,4,24.0,30.3,17.9
Islamabad,pakistan,PAK,5,28.8,34.9,21.8
Islamabad,pakistan,PAK,6,31.3,37.5,24.7
Islamabad,pakistan,PAK,7,29.9,34.6,25.2
Islamabad,pakistan,PAK,8,29.4,33.9,24.9
Islamabad,pakistan,PAK,9,28.2,33.6,23.3
Kandy,sri lanka,LKA,1,26.6,31.3,21.8
Kandy,sri lanka,LKA,10,26.9,31.0,23.5
Kandy,sri lanka,LKA,11,26.6,31.1,22.8
Kandy,sri lanka,LKA,12,26.4,30.8,22.6
Kandy,sri lanka,LKA,2,27.2,33.2,21.9
Kandy,sri lanka,LKA,3,28.7,34.8,23.0
Kandy,sri lanka,LKA,4,28.8,34.2,23.9
Kandy,sri lanka,LKA,5,28.4,32.6,24.7
Kandy,sri lanka,LKA,6,28.1,31.6,24.9
Kandy,sri lanka,LKA,7,27.8,31.4,24.6
Kandy,sri lanka,LKA,8,27.9,31.8,24.5
Kandy,sri lanka,LKA,9,27.2,30.9,24.0
Kigali,rwanda,RWA,1,21.2,27.0,17.0
Kigali,rwanda,RWA,10,21.3,27.0,17.1
Kigali,rwanda,RWA,11,20.3,26.2,16.8
Kigali,rwanda,RWA,12,20.7,26.7,16.8
Kigali,rwanda,RWA,2,21.3,27.0,17.1
Kigali,rwanda,RWA,3,21.1,26.8,17.0
Kigali,rwanda,RWA,4,20.7,25.9,17.3
Kigali,rwanda,RWA,5,21.3,26.2,17.7
Kigali,rwanda,RWA,6,21.7,26.4,17.1
Kigali,rwanda,RWA,7,21.9,27.0,17.0
Kigali,rwanda,RWA,8,22.6,27.8,17.5
Kigali,rwanda,RWA,9,21.9,27.7,17.3
Kyiv,ukraine,UKR,1,-2.0,0.4,-4.5
Kyiv,ukraine,UKR,10,9.5,14.0,5.7
Kyiv,ukraine,UKR,11,3.2,5.7,0.8
Kyiv,ukraine,UKR,12,0.0,2.0,-2.0
Kyiv,ukraine,UKR,2,-0.6,2.2,-3.6
Kyiv,ukraine,UKR,3,4.2,8.1,1.3
Kyiv,ukraine,UKR,4,10.3,15.4,5.4
Kyiv,ukraine,UKR,5,15.5,20.8,10.0
Kyiv,ukraine,UKR,6,21.0,26.4,15.6
Kyiv,ukraine,UKR,7,21.8,27.2,16.6
Kyiv,ukraine,UKR,8,21.8,27.8,16.1
Kyiv,ukraine,UKR,9,16.5,22.2,11.5
Lagos,portugal,PRT,1,14.7,17.0,12.8
Lagos,portugal,PRT,10,19.7,22.8,17.4
Lagos,portugal,PRT,11,17.2,19.6,15.3
Lagos,portugal,PRT,12,15.7,18.0,13.8
Lagos,portugal,PRT,2,15.0,17.5,13.0
Lagos,portugal,PRT,3,15.8,18.3,13.5
Lagos,portugal,PRT,4,16.7,19.6,14.2
Lagos,portugal,PRT,5,18.7,22.1,15.4
Lagos,portugal,PRT,6,20.2,23.9,16.2
Lagos,portugal,PRT,7,21.8,26.8,16.9
Lagos,portugal,PRT,8,22.0,27.0,17.4
Lagos,portugal,PRT,9,21.4,25.1,18.3
Lahore,pakistan,PAK,1,12.6,17.1,7.5
Lahore,pakistan,PAK,10,26.3,32.2,20.7
Lahore,pakistan,PAK,11,19.7,26.2,14.3
Lahore,pakistan,PAK,12,14.2,19.9,8.8
Lahore,pakistan,PAK,2,17.3,23.0,10.9
Lahore,pakistan,PAK,3,22.2,28.0,16.3
Lahore,pakistan,PAK,4,27.8,34.5,21.2
Lahore,pakistan,PAK,5,32.3,38.3,25.1
Lahore,pakistan,PAK,6,33.5,39.3,27.4
Lahore,pakistan,PAK,7,31.3,35.4,27.0
Lahore,pakistan,PAK,8,31.1,35.2,27.5
Lahore,pakistan,PAK,9,30.2,34.5,26.2
Libreville,gabon,GAB,1,28.1,30.7,25.0
Libreville,gabon,GAB,10,26.5,29.3,24.1
Libreville,gabon,GAB,11,26.9,29.7,24.1
Libreville,gabon,GAB,12,27.6,30.2,24.6
Libreville,gabon,GAB,2,28.3,31.1,25.2
Libreville,gabon,GAB,3,28.0,31.1,24.7
Libreville,gabon,GAB,4,27.7,31.0,24.6
Libreville,gabon,GAB,5,27.6,30.6,25.0
Libreville,gabon,GAB,6,26.4,28.8,24.5
Libreville,gabon,GAB,7,25.5,27.9,23.6
Libreville,gabon,GAB,8,25.5,28.2,23.6
Libreville,gabon,GAB,9,26.4,28.9,24.1
Lille,france,FRA,1,4.2,7.0,1.6
Lille,france,FRA,10,12.4,16.5,8.8
Lille,france,FRA,11,7.9,11.0,5.0
Lille,france,FRA,12,6.0,8.6,3.6
Lille,france,FRA,2,5.6,9.0,2.6
Lille,france,FRA,3,7.7,11.7,4.0
Lille,france,FRA,4,10.4,15.6,5.7
Lille,france,FRA,5,14.2,19.5,9.4
Lille,france,FRA,6,17.9,23.2,12.9
Lille,france,FRA,7,19.4,25.1,14.5
Lille,france,FRA,8,19.4,25.1,14.6
Lille,france,FRA,9,16.1,21.4,11.5
Lisbon,portugal,PRT,1,11.9,15.5,9.2
Lisbon,portugal,PRT,10,19.3,23.4,16.2
Lisbon,portugal,PRT,11,15.3,18.5,12.8
Lisbon,portugal,PRT,12,13.0,16.0,10.4
Lisbon,portugal,PRT,2,12.9,16.6,10.0
Lisbon,portugal,PRT,3,14.1,18.4,10.7
Lisbon,portugal,PRT,4,16.1,20.8,12.7
Lisbon,portugal,PRT,5,19.4,24.3,15.4
Lisbon,portugal,PRT,6,20.8,26.1,17.0
Lisbon,portugal,PRT,7,22.8,28.5,18.6
Lisbon,portugal,PRT,8,23.1,29.2,18.9
Lisbon,portugal,PRT,9,21.9,26.9,18.0
Lomé,togo,TGO,1,28.4,33.0,25.5
Lomé,togo,TGO,10,27.4,30.6,24.7
Lomé,togo,TGO,11,28.6,32.1,25.7
Lomé,togo,TGO,12,28.6,33.2,25.2
Lomé,togo,TGO,2,29.3,33.1,26.6
Lomé,togo,TGO,3,29.4,32.9,27.0
Lomé,togo,TGO,4,29.1,32.5,26.3
Lomé,togo,TGO,5,28.6,32.0,25.8
Lomé,togo,TGO,6,27.1,30.2,24.6
Lomé,togo,TGO,7,26.2,29.2,24.5
Lomé,togo,TGO,8,25.8,28.8,23.9
Lomé,togo,TGO,9,26.5,29.6,24.2
Luanda,angola,AGO,1,27.4,31.0,24.7
Luanda,angola,AGO,10,25.4,28.7,23.2
Luanda,angola,AGO,11,26.7,29.8,24.3
Luanda,angola,AGO,12,27.0,30.5,24.4
Luanda,angola,AGO,2,27.7,31.4,25.0
Luanda,angola,AGO,3,28.0,31.8,25.2
Luanda,angola,AGO,4,27.6,31.5,24.7
Luanda,angola,AGO,5,26.6,30.5,24.4
Luanda,angola,AGO,6,23.8,27.6,21.6
Luanda,angola,AGO,7,22.3,25.7,20.0
Luanda,angola,AGO,8,22.1,25.8,19.9
Luanda,angola,AGO,9,23.4,27.0,21.2
Luxembourg City,luxembourg,LUX,1,1.9,4.1,-0.5
Luxembourg City,luxembourg,LUX,10,10.7,14.4,7.4
Luxembourg City,luxembourg,LUX,11,5.8,8.3,3.3
Luxembourg City,luxembourg,LUX,12,3.6,5.7,1.5
Luxembourg City,luxembourg,LUX,2,3.5,6.6,0.6
Luxembourg City,luxembourg,LUX,3,6.4,10.4,2.4
Luxembourg City,luxembourg,LUX,4,9.5,14.4,4.6
Luxembourg City,luxembourg,LUX,5,13.6,18.6,8.6
Luxembourg City,luxembourg,LUX,6,18.0,23.2,12.9
Luxembourg City,luxembourg,LUX,7,19.4,24.7,14.2
Luxembourg City,luxembourg,LUX,8,19.3,24.5,14.3
Luxembourg City,luxembourg,LUX,9,15.2,20.1,10.7
Lviv,ukraine,UKR,1,-1.2,1.6,-4.6
Lviv,ukraine,UKR,10,9.2,14.4,4.8
Lviv,ukraine,UKR,11,3.8,7.1,0.5
Lviv,ukraine,UKR,12,0.6,3.1,-2.3
Lviv,ukraine,UKR,2,0.5,4.0,-3.6
Lviv,ukraine,UKR,3,3.5,8.2,-2.4
Lviv,ukraine,UKR,4,9.0,14.8,3.2
Lviv,ukraine,UKR,5,13.9,19.3,8.0
Lviv,ukraine,UKR,6,18.6,24.5,12.9
Lviv,ukraine,UKR,7,19.6,25.6,13.9
Lviv,ukraine,UKR,8,19.8,26.4,13.7
Lviv,ukraine,UKR,9,14.9,20.7,9.7
Lyon,france,FRA,1,4.6,7.2,1.8
Lyon,france,FRA,10,14.0,18.4,10.2
Lyon,france,FRA,11,8.4,11.7,5.5
Lyon,france,FRA,12,5.6,8.5,2.8
Lyon,france,FRA,2,6.6,10.6,3.0
Lyon,france,FRA,3,9.2,14.1,5.0
Lyon,france,FRA,4,12.5,17.4,7.6
Lyon,france,FRA,5,16.3,21.1,11.5
Lyon,france,FRA,6,21.3,26.4,16.1
Lyon,france,FRA,7,23.8,29.1,17.7
Lyon,france,FRA,8,23.2,28.7,17.6
Lyon,france,FRA,9,18.7,24.1,13.8
Madeira,portugal,PRT,1,17.4,19.2,15.4
Madeira,portugal,PRT,10,22.3,24.8,20.0
Madeira,portugal,PRT,11,20.0,21.7,17.8
Madeira,portugal,PRT,12,18.7,20.2,16.5
Madeira,portugal,PRT,2,17.2,19.4,15.0
Madeira,portugal,PRT,3,17.4,21.0,15.0
Madeira,portugal,PRT,4,18.2,21.2,15.9
Madeira,portugal,PRT,5,19.5,22.6,17.4
Madeira,portugal,PRT,6,21.0,23.6,18.7
Madeira,portugal,PRT,7,22.6,25.5,20.3
Madeira,portugal,PRT,8,23.9,27.2,21.4
Madeira,portugal,PRT,9,23.3,26.2,21.0
Malé,maldives,MDV,1,28.6,31.1,26.6
Malé,maldives,MDV,10,28.7,30.9,26.2
Malé,maldives,MDV,11,28.6,30.9,26.2
Malé,maldives,MDV,12,28.6,31.0,26.4
Malé,maldives,MDV,2,29.0,31.5,27.0
Malé,maldives,MDV,3,29.6,32.0,27.3
Malé,maldives,MDV,4,30.2,32.6,27.7
Malé,maldives,MDV,5,29.7,32.1,27.4
Malé,maldives,MDV,6,29.7,32.0,27.6
Malé,maldives,MDV,7,29.3,31.7,27.0
Malé,maldives,MDV,8,29.1,31.4,26.7
Malé,maldives,MDV,9,28.8,31.2,26.4
Manila,philippines,PHL,1,26.9,29.9,24.2
Manila,philippines,PHL,10,28.7,31.7,25.8
Manila,philippines,PHL,11,28.6,31.8,25.5
Manila,philippines,PHL,12,27.6,30.7,24.9
Manila,philippines,PHL,2,27.3,30.6,24.2
Manila,philippines,PHL,3,28.6,32.4,25.2
Manila,philippines,PHL,4,30.0,34.0,26.4
Manila,philippines,PHL,5,30.6,34.4,27.2
Manila,philippines,PHL,6,29.7,33.2,26.4
Manila,philippines,PHL,7,28.7,32.0,25.8
Manila,philippines,PHL,8,28.8,31.6,26.0
Manila,philippines,PHL,9,28.7,31.8,25.8
Manuel Antonio National Park,costa rica,CRI,1,20.8,25.8,17.1
Manuel Antonio National Park,costa rica,CRI,10,21.0,26.3,17.8
Manuel Antonio National Park,costa rica,CRI,11,20.9,25.4,18.0
Manuel Antonio National Park,costa rica,CRI,12,20.9,25.7,17.4
Manuel Antonio National Park,costa rica,CRI,2,20.8,26.1,17.0
Manuel Antonio National Park,costa rica,CRI,3,21.3,27.1,17.1
Manuel Antonio National Park,costa rica,CRI,4,21.7,27.4,17.7
Manuel Antonio National Park,costa rica,CRI,5,22.2,27.6,18.5
Manuel Antonio National Park,costa rica,CRI,6,21.3,26.4,18.0
Manuel Antonio National Park,costa rica,CRI,7,21.7,26.4,18.4
Manuel Antonio National Park,costa rica,CRI,8,21.3,26.5,18.1
Manuel Antonio National Park,costa rica,CRI,9,21.2,26.6,17.7
Maputo,mozambique,MOZ,1,26.8,31.4,23.0
Maputo,mozambique,MOZ,10,23.4,28.5,18.7
Maputo,mozambique,MOZ,11,24.7,30.0,20.6
Maputo,mozambique,MOZ,12,26.5,31.1,22.4
Maputo,mozambique,MOZ,2,26.9,31.3,23.1
Maputo,mozambique,MOZ,3,26.3,31.0,22.1
Maputo,mozambique,MOZ,4,24.3,29.6,19.8
Maputo,mozambique,MOZ,5,22.3,28.4,17.0
Maputo,mozambique,MOZ,6,20.2,26.3,14.4
Maputo,mozambique,MOZ,7,19.7,26.5,13.9
Maputo,mozambique,MOZ,8,20.9,27.5,15.6
Maputo,mozambique,MOZ,9,22.4,28.5,17.3
Marseille,france,FRA,1,7.7,12.3,3.6
Marseille,france,FRA,10,17.2,22.3,12.8
Marseille,france,FRA,11,12.0,16.5,8.1
Marseille,france,FRA,12,8.8,13.5,4.8
Marseille,france,FRA,2,9.3,14.2,4.9
Marseille,france,FRA,3,11.5,16.8,6.6
Marseille,france,FRA,4,14.4,19.8,9.2
Marseille,france,FRA,5,18.5,23.9,13.3
Marseille,france,FRA,6,23.6,29.2,18.2
Marseille,france,FRA,7,26.3,32.3,20.7
Marseille,france,FRA,8,25.5,31.5,19.8
Marseille,france,FRA,9,21.4,26.9,16.5
Maseru,lesotho,LSO,1,18.9,25.3,13.4
Maseru,lesotho,LSO,10,16.2,23.6,9.5
Maseru,lesotho,LSO,11,17.3,24.4,11.2
Maseru,lesotho,LSO,12,17.7,23.8,12.7
Maseru,lesotho,LSO,2,18.7,24.9,13.3
Maseru,lesotho,LSO,3,17.2,23.8,11.5
Maseru,lesotho,LSO,4,13.5,20.4,8.0
Maseru,lesotho,LSO,5,11.1,19.1,5.2
Maseru,lesotho,LSO,6,7.1,14.7,1.5
Maseru,lesotho,LSO,7,6.6,14.6,0.4
Maseru,lesotho,LSO,8,9.4,17.6,2.7
Maseru,lesotho,LSO,9,14.2,22.2,7.3
Maun,botswana,BWA,1,26.6,32.0,21.2
Maun,botswana,BWA,10,29.3,34.8,23.8
Maun,botswana,BWA,11,28.7,34.2,23.2
Maun,botswana,BWA,12,27.5,33.0,22.0
Maun,botswana,BWA,2,26.1,31.5,20.7
Maun,botswana,BWA,3,25.3,30.5,20.1
Maun,botswana,BWA,4,23.6,28.8,18.4
Maun,botswana,BWA,5,20.7,25.9,15.5
Maun,botswana,BWA,6,17.7,23.0,12.4
Maun,botswana,BWA,7,17.5,22.8,12.2
Maun,botswana,BWA,8,21.4,26.7,16.1
Maun,botswana,BWA,9,25.3,30.5,20.1
Mombasa,kenya,KEN,1,28.0,32.8,24.7
Mombasa,kenya,KEN,10,26.7,30.3,23.4
Mombasa,kenya,KEN,11,27.5,31.2,24.1
Mombasa,kenya,KEN,12,28.0,32.1,24.6
Mombasa,kenya,KEN,2,28.4,33.2,24.7
Mombasa,kenya,KEN,3,28.9,33.4,25.4
Mombasa,kenya,KEN,4,28.2,32.0,25.0
Mombasa,kenya,KEN,5,26.6,30.5,23.6
Mombasa,kenya,KEN,6,25.7,29.6,22.3
Mombasa,kenya,KEN,7,24.9,28.8,21.2
Mombasa,kenya,KEN,8,25.0,28.8,21.6
Mombasa,kenya,KEN,9,25.6,29.5,22.3
Monaco,monaco,MCO,1,8.2,12.3,5.1
Monaco,monaco,MCO,10,16.8,20.7,13.6
Monaco,monaco,MCO,11,12.1,15.7,9.2
Monaco,monaco,MCO,12,9.0,12.9,6.0
Monaco,monaco,MCO,2,9.2,13.4,5.5
Monaco,monaco,MCO,3,12.2,15.9,8.7
Monaco,monaco,MCO,4,13.4,17.5,9.2
Monaco,monaco,MCO,5,16.9,20.9,12.7
Monaco,monaco,MCO,6,21.9,25.7,17.8
Monaco,monaco,MCO,7,25.0,29.1,20.6
Monaco,monaco,MCO,8,24.7,29.2,20.4
Monaco,monaco,MCO,9,20.9,25.2,17.0
Monteverde,costa rica,CRI,1,20.1,24.6,17.1
Monteverde,costa rica,CRI,10,19.9,23.2,18.2
Monteverde,costa rica,CRI,11,19.9,23.2,17.9
Monteverde,costa rica,CRI,12,20.0,23.8,17.5
Monteverde,costa rica,CRI,2,20.6,25.9,16.9
Monteverde,costa rica,CRI,3,21.3,27.0,17.2
Monteverde,costa rica,CRI,4,21.8,27.2,18.0
Monteverde,costa rica,CRI,5,21.2,25.3,18.7
Monteverde,costa rica,CRI,6,20.7,24.2,18.8
Monteverde,costa rica,CRI,7,20.6,24.1,18.5
Monteverde,costa rica,CRI,8,20.6,24.3,18.5
Monteverde,costa rica,CRI,9,20.2,23.8,18.3
Montevideo,uruguay,URY,1,23.2,28.1,18.7
Montevideo,uruguay,URY,10,16.0,20.3,11.9
Montevideo,uruguay,URY,11,19.2,24.4,14.4
Montevideo,uruguay,URY,12,21.4,26.5,16.4
Montevideo,uruguay,URY,2,22.9,27.7,18.5
Montevideo,uruguay,URY,3,21.0,25.6,17.2
Montevideo,uruguay,URY,4,18.3,22.4,14.3
Montevideo,uruguay,URY,5,14.3,18.3,10.5
Montevideo,uruguay,URY,6,11.7,15.5,8.3
Montevideo,uruguay,URY,7,10.9,14.9,6.6
Montevideo,uruguay,URY,8,12.2,16.4,7.8
Montevideo,uruguay,URY,9,13.7,18.1,9.6
Montreal,canada,CAN,1,-7.4,-3.7,-10.9
Montreal,canada,CAN,10,10.0,14.2,6.5
Montreal,canada,CAN,11,3.0,6.3,-0.2
Montreal,canada,CAN,12,-3.0,0.2,-6.1
